"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"CMYA5",89470.8618207297,-0.0505229076768336,0.166809903904988,-0.302877146345044,0.761983488392115,0.99968591623526
"TNNT3",90229.0726571076,-0.169125203441695,0.289898562507828,-0.583394418994843,0.559627814004775,0.99968591623526
"XIRP2",83235.7897249682,-0.163034604378644,0.366594533104163,-0.444727320394382,0.656516823201188,0.99968591623526
"TNNC2",81445.2721803842,-0.274660350296579,0.281975007909041,-0.974059198839275,0.330027146600169,0.99968591623526
"MT-ND6",76960.7869450166,-0.316260064168543,0.230064024080626,-1.374661098937,0.169236536827726,0.99968591623526
"TPM3",75821.429262315,0.0436738552064432,0.245766142418554,0.177704930291269,0.858954713068241,0.99968591623526
"MT-ND4L",73844.6486867015,-0.0540449687119248,0.250530370799652,-0.215722223774395,0.829204276996321,0.99968591623526
"TPM1",68673.192201762,-0.19388600786247,0.278641442395237,-0.695826170708139,0.486537697610142,0.99968591623526
"TNNC1",65208.7101784438,0.069440972395364,0.251761208590581,0.27582077788755,0.782685724083742,0.99968591623526
"MT-ND3",64975.043262642,-0.039729334078188,0.235404477408403,-0.168770511570439,0.865977153919935,0.99968591623526
"CA3",60778.073099565,-0.0470319137773446,0.202964813705251,-0.231724469472059,0.816752024719015,0.99968591623526
"OBSCN",60522.0396336398,-0.0171239463180028,0.190660578164959,-0.0898137752587073,0.928435201359128,0.99968591623526
"RYR1",59989.3612769484,-0.0674435441083216,0.163275098946015,-0.413066931477536,0.679557576512882,0.99968591623526
"MYBPC2",59105.7699313961,0.144686656937608,0.367948313009693,0.393225493423574,0.69415294216831,0.99968591623526
"MYH1",57475.0278987161,0.418286404931307,0.829948282190421,0.503990927997772,0.614267752058631,0.99968591623526
"KLHL41",58246.8646460489,-0.216389096304945,0.20098531270917,-1.07664133954935,0.281640528239948,0.99968591623526
"YBX3",56289.229469747,-0.135621185218569,0.110480786895919,-1.22755448281097,0.21961425750466,0.99968591623526
"PDE4DIP",55936.864649328,0.0176913903495664,0.160326053498133,0.11034632215763,0.912134721769728,0.99968591623526
"TPT1",54758.5996283504,-0.0557442874242712,0.135078955551264,-0.412679289655269,0.679841600391489,0.99968591623526
"MYLPF",54347.9910938459,-0.218199145648405,0.321073481943071,-0.679592547873804,0.496762489550791,0.99968591623526
"LDB3",52366.1493058442,0.017403635610026,0.118317947520715,0.147092102041231,0.883059323730129,0.99968591623526
"XIRP1",53102.4231367493,0.191128074130329,0.767620845395778,0.248987602768637,0.803370371049252,0.99968591623526
"EEF2",47997.0262085488,-0.0411302438930331,0.126516581109437,-0.325097655440556,0.745107163355602,0.99968591623526
"TNNI2",47531.8051388481,-0.247067890807912,0.295181604183167,-0.837003008678685,0.402590876863122,0.99968591623526
"PDLIM3",46834.5688893412,-0.0219656465494045,0.180952582705682,-0.121388964009049,0.903382957684872,0.99968591623526
"MYOZ1",45718.1542963324,0.0160490959379215,0.120620748785812,0.133054189262414,0.894150524600005,0.99968591623526
"SYNPO",45134.9767436617,-0.0850370282815758,0.140560516763376,-0.604985171082787,0.545188849736155,0.99968591623526
"PKM",44476.6284294097,-0.0931525077696894,0.168857957690578,-0.551661935532738,0.581179993757208,0.99968591623526
"EEF1A2",43718.5917356522,-0.0258693861313036,0.170983764691464,-0.151297324503202,0.879741179725454,0.99968591623526
"CASQ1",41199.2410801213,-0.0628181477186977,0.132646214888212,-0.473576632183872,0.635801842387537,0.99968591623526
"CSDE1",37611.5363944877,-0.0517090642596039,0.127610003746634,-0.405211682011003,0.685321918746412,0.99968591623526
"SYNPO2",37166.1841821757,0.152005230690804,0.204195370579459,0.744410758478257,0.456628012284488,0.99968591623526
"SVIL",36636.3986735745,-0.0222030270558077,0.183880838179951,-0.120746823190349,0.903891570747624,0.99968591623526
"HSPB7",36446.8008390604,0.0545478569169697,0.203419436402829,0.268154596638195,0.78858032208616,0.99968591623526
"ZNF106",35923.5973464745,0.0429598592208213,0.245147680129812,0.175240733251373,0.860890479006742,0.99968591623526
"TRDN",34765.8609797722,-0.0272805875905819,0.131280416318494,-0.207803938741309,0.835382057078301,0.99968591623526
"MYL3",33086.7013671608,0.117186750388929,0.257792360657669,0.454578056890308,0.649412824129723,0.99968591623526
"SLN",32628.2372290698,-0.0166032186231038,0.193331874686966,-0.0858793649520386,0.931562315281066,0.99968591623526
"ATP5F1B",31699.5778110862,0.0065330333012499,0.128158335619154,0.0509762651776629,0.959344433597076,0.99968591623526
"MYOT",31646.3748353355,0.167600693214703,0.166875747242217,1.00434422607519,0.315212723330936,0.99968591623526
"MYOM1",30530.3234130903,-0.0310706651689439,0.166572761481811,-0.186529087304209,0.852029870737043,0.99968591623526
"ATP1A2",29992.4281226754,0.089921807027732,0.157213948084021,0.571970923213979,0.567341673598223,0.99968591623526
"SLC25A4",29512.9677845454,-0.0173963465566728,0.150710066386803,-0.11542922761393,0.908104913504222,0.99968591623526
"CSRP3",29267.0637818233,-0.206017662600778,0.396851001387835,-0.519131013605384,0.603669382385771,0.99968591623526
"CRYAB",28791.3445822859,0.00990660657386959,0.265441489267636,0.0373212439442015,0.970228867073048,0.99968591623526
"HSPB1",28620.9848096613,0.240002742613832,0.295310071372141,0.812714383558519,0.416381832593284,0.99968591623526
"BIN1",27440.4705599521,0.0644657179832315,0.157692235922002,0.408807178148693,0.682681171700138,0.99968591623526
"COQ8A",25985.2309997963,-0.0661315863186213,0.191022169416006,-0.346198488483296,0.729193550586767,0.99968591623526
"PLEC",26323.0531950259,-0.0437301358116969,0.176001770441759,-0.248464181365537,0.803775280406846,0.99968591623526
"NFE2L1",24960.6781950442,-0.105978615644894,0.116527104905898,-0.909476089108001,0.36309887371991,0.99968591623526
"PFKM",23867.9209658422,-0.0523016414476073,0.194638853011886,-0.268711208673293,0.78815192566047,0.99968591623526
"KIF1C",22415.8163849904,-0.0804709948534301,0.137046584842663,-0.58717986256874,0.557082915398522,0.99968591623526
"HSPA8",22228.227632242,0.00776851324420445,0.143229283675986,0.0542383027047627,0.956745304436962,0.99968591623526
"MAP4",21812.3892135274,0.0472049050357109,0.161372427716971,0.292521502610738,0.769887921781503,0.99968591623526
"ATP5F1A",21409.7701932592,0.0506188009271135,0.122525355522976,0.413129190370897,0.679511963865468,0.99968591623526
"GNAS",20485.646531474,-0.104456421877649,0.0881439714036699,-1.18506598028438,0.235991360535601,0.99968591623526
"MYL12A",20167.7522203409,-0.134762735630594,0.354681475096031,-0.379954254994871,0.703979372319032,0.99968591623526
"TPI1",19545.7130051792,-0.11256382845519,0.171728233401562,-0.655476541192706,0.512160985306844,0.99968591623526
"HSP90AB1",19469.6336826071,0.0294832714734159,0.108070278816539,0.272815725065973,0.784994871086784,0.99968591623526
"IDH2",19434.3790979156,-0.0375849173861963,0.120680952270183,-0.311440344803133,0.755465887122652,0.99968591623526
"LDHA",18366.8136801678,-0.122753931576938,0.248127859674192,-0.494720470881914,0.62079744939027,0.99968591623526
"RPLP1",18607.4960797441,-0.0988728956600649,0.22325676752001,-0.442866286914251,0.657862453730051,0.99968591623526
"YBX1",18455.5925378356,0.017743325334938,0.108741502176282,0.163169764807683,0.870384771324127,0.99968591623526
"PGM1",18308.5210941653,-0.0490031442011324,0.180743411466442,-0.271119947352718,0.786298780180824,0.99968591623526
"LMOD2",18191.888931771,-0.496886002174394,0.239828482547702,-2.07183899466805,0.0382804587665937,0.92958754797474
"MYOM2",18033.347965629,-0.0340841254368275,0.131649039204285,-0.258901437054454,0.7957112893729,0.99968591623526
"NDRG2",17545.6750262897,-0.0331688057431147,0.14498881155342,-0.228768036566007,0.819049211134024,0.99968591623526
"RPL4",17814.3414926812,-0.137418974650987,0.152929703490989,-0.89857608766687,0.368878500328043,0.99968591623526
"STAC3",17617.0872409161,-0.0335678454399364,0.149574441466863,-0.224422335198043,0.822428692909891,0.99968591623526
"FHL3",17165.0747865501,-0.26840129824003,0.204672482661538,-1.31136972957854,0.189732880567166,0.99968591623526
"ACADVL",17054.4534934174,0.100587804155203,0.189710031458908,0.530218688920467,0.595960314798187,0.99968591623526
"PKIA",17064.9770294751,-0.0374972987033007,0.124723776037592,-0.300642747474219,0.763686930810813,0.99968591623526
"PDLIM5",17020.5020557972,-0.031358786538454,0.126565618140252,-0.247767023929865,0.804314670591422,0.99968591623526
"AHNAK",16463.9906441601,0.0241501489775889,0.217204161679376,0.111186400807725,0.91146853534831,0.99968591623526
"HSPB8",16792.0135474961,0.0937797510495851,0.362876508216018,0.258434340405851,0.796071716680501,0.99968591623526
"RPL13A",16359.0261665937,-0.116458542412128,0.176698296436456,-0.659081297108083,0.509843565041856,0.99968591623526
"SYNM",16116.8480028502,0.0464806464527256,0.123551544968293,0.376204493959618,0.706764874720346,0.99968591623526
"KLHL40",16488.7645142827,-0.13696785330537,0.453789180947137,-0.30183146504175,0.762780543212395,0.99968591623526
"PPP1R3C",15877.876601517,0.13614685050696,0.280558475525099,0.485270852189173,0.627484228679537,0.99968591623526
"CNBP",15349.150005098,-0.067434556199621,0.122048006824785,-0.552524846197872,0.580588816299759,0.99968591623526
"CKMT2",15110.7805322518,0.0722505820991973,0.264349708571684,0.273314400418963,0.784611546673651,0.99968591623526
"RPL10",14948.6211917822,-0.0703135870300725,0.16763228994843,-0.419451330359465,0.674886316940904,0.99968591623526
"SRL",14632.2587437644,0.0453094934979872,0.093563201239372,0.484266174070589,0.628196978765711,0.99968591623526
"SRRM2",14502.5789485636,-0.00224109426064241,0.187105714801776,-0.0119776900615605,0.990443414532362,0.99968591623526
"MYO18A",14446.6860734746,0.108224325911893,0.180614980598114,0.599199056210643,0.549040152076237,0.99968591623526
"AGL",14159.3743463147,-0.00521240672754408,0.236226197346792,-0.0220653203839709,0.982395850061337,0.99968591623526
"ALPK3",14238.1453566364,0.217552368887647,0.180470120870631,1.20547583078086,0.228019662923809,0.99968591623526
"ADSSL1",13693.6133450419,-0.019131980744578,0.14929313287247,-0.128150440522412,0.898029919321169,0.99968591623526
"SPEG",13666.1795296079,0.036973564908133,0.196125365760326,0.18852005585711,0.850468995074601,0.99968591623526
"UBC",13515.2260318528,-0.223786349873512,0.255035020715026,-0.877473020160508,0.380229766894861,0.99968591623526
"HDLBP",13517.4005112581,0.000933383556324797,0.0953810340024771,0.0097858401943992,0.992192153811301,0.99968591623526
"CFL2",13194.4137288693,0.017068711086198,0.141033270734586,0.121026130907224,0.903670337851356,0.99968591623526
"RPL13",13202.4961606374,-0.0266612145439282,0.166054860489073,-0.160556664619177,0.872442588604228,0.99968591623526
"DCAF6",13078.6403558757,-0.0689874312372017,0.116325751543511,-0.593053819311858,0.553145134913139,0.99968591623526
"OPTN",12978.1472716911,-0.101569304501689,0.144602082463819,-0.702405544727221,0.482426288409564,0.99968591623526
"MKNK2",12846.0192947123,0.151653606941073,0.17124499015382,0.885594415374435,0.375836122017532,0.99968591623526
"SMYD1",12684.2811610344,-0.0243610597518159,0.143645136945478,-0.169591956051129,0.865331049050332,0.99968591623526
"GOT2",12514.8826028672,-0.00912851663435651,0.136052472240895,-0.0670955586767548,0.946505629592194,0.99968591623526
"MAP3K20",12331.5373174551,-0.026782497608422,0.199478456633339,-0.134262606902212,0.893194920839223,0.99968591623526
"RPL3L",12540.4416235637,-0.072697267327444,0.126118436603068,-0.576420619264759,0.564330910724226,0.99968591623526
"RPLP0",12444.9419879584,-0.142268941817169,0.181445086168785,-0.784088149319331,0.432988388562602,0.99968591623526
"AMPD1",12407.0742199248,-0.0603743451261894,0.273334521653978,-0.220880790179218,0.825185255236031,0.99968591623526
"COX6A2",12474.64422432,-0.161311233816768,0.23219569479337,-0.694721036754441,0.487230141881821,0.99968591623526
"SLC25A3",12382.1254619315,-0.0457311912973285,0.119794160060875,-0.38174808583398,0.702648229025283,0.99968591623526
"RPS2",12259.442890505,-0.0835700635605552,0.18755712320062,-0.445571259221997,0.655906975234423,0.99968591623526
"GLUL",12344.8071078948,-0.495819482994462,0.366246195745188,-1.35378739425712,0.175804216499554,0.99968591623526
"FYCO1",12006.3953091462,-0.213917368819194,0.240375130501721,-0.889931368410271,0.373502739261624,0.99968591623526
"LMCD1",12085.3822377721,-0.223929023557494,0.395141436293955,-0.566706001926125,0.570913942425147,0.99968591623526
"EIF1",11878.5669185584,-0.0043893636895649,0.124814834097504,-0.035167003355835,0.971946573455337,0.99968591623526
"KIF1B",11843.9558011784,0.0424264299035334,0.214074261882839,0.198185571354454,0.84289987597962,0.99968591623526
"ACTN3",11662.0412104083,0.26365524671488,0.72557471041907,0.363374360942929,0.716325251728701,0.99968591623526
"UQCRC1",11758.3393998661,-0.00710450358774336,0.146232632350941,-0.0485835717618307,0.961251162338538,0.99968591623526
"MYPN",11490.737036047,-0.00959001851558846,0.187501199975019,-0.0511464380860824,0.959208832150444,0.99968591623526
"IGFBP5",11333.8265519892,-0.191087667776503,0.214546463575325,-0.890658669418777,0.373112314036402,0.99968591623526
"NEXN",11313.4848105584,-0.113199025847484,0.208697233190193,-0.542407889731443,0.587537545702041,0.99968591623526
"USP13",11169.6871528861,0.011924583660519,0.188864856621919,0.0631381818396758,0.949656470225923,0.99968591623526
"RPL29",11270.6672306239,-0.114151153880638,0.162710756814633,-0.701558742122279,0.482954389002683,0.99968591623526
"VDAC1",11139.2617028681,0.0278828394853276,0.0700320193840503,0.39814415935117,0.690523924862329,0.99968591623526
"EIF4G2",11075.742253991,0.000559245563803835,0.166191229697737,0.00336507266250435,0.997315065543847,0.99968591623526
"MEF2C",10973.2314550994,-0.463702879861745,0.207776516237615,-2.23173864043158,0.0256322418215449,0.809542133220991
"RPL8",11041.7714168753,-0.060366830876852,0.208177965442564,-0.289977043192437,0.771833800287483,0.99968591623526
"MDH2",10972.0183838918,-0.0701771937690181,0.135283398409842,-0.518742096915808,0.603940601280271,0.99968591623526
"HADHB",10818.5474583602,0.0910974713085663,0.242815771764129,0.375171145789732,0.707533187872161,0.99968591623526
"CACNA1S",10964.3478969703,0.0105699949173505,0.114283276536938,0.0924894283542367,0.926309190170446,0.99968591623526
"PLN",10763.8867410734,-0.0522080987229207,0.221603729701162,-0.235592148170632,0.813749166835505,0.99968591623526
"HSPB6",10914.0152322439,-0.119926827725342,0.270718070901488,-0.442995280388882,0.657769148456752,0.99968591623526
"ANKRD1",11017.5205442366,0.972833536368327,1.12209310732394,0.866981117715285,0.385952355659157,0.99968591623526
"MYLK2",10508.7127674331,0.486451694859035,0.204183846890656,2.38242007027881,0.0171992653046314,0.662745023071798
"RTN4",10610.1252946992,0.0418590765272254,0.110506423860883,0.378793151246319,0.704841473579266,0.99968591623526
"MYOM3",10647.9956760577,0.128770103742631,0.237524297096507,0.542134448208938,0.587725889201816,0.99968591623526
"TRIM54",10580.1202294508,-0.1190280731075,0.182671792261422,-0.651595255260642,0.514662309395531,0.99968591623526
"HSP90AA1",10390.6335545879,0.0402345618008779,0.170177333256438,0.236427266963038,0.813101139869321,0.99968591623526
"MFN2",10421.7998958479,-0.00912523952879227,0.0913337639498371,-0.099910910644218,0.920415054254369,0.99968591623526
"ASB5",10735.110574737,-0.1682104772629,0.437849640618939,-0.384174067209737,0.700849437654693,0.99968591623526
"TXNIP",10416.9483755533,1.06063960712621,0.29340932215287,3.61488039760919,0.000300486311568891,0.073871514705831
"TACC2",10354.4110475358,-0.172917824349641,0.179302018408588,-0.964394187440771,0.334848335282035,0.99968591623526
"FXR1",10244.1938096826,-0.0677295845084283,0.105505278931551,-0.641954461372207,0.520902751280673,0.99968591623526
"OGDH",10295.6787054004,-0.0263462648119288,0.0994032014947826,-0.265044429311582,0.790975235674792,0.99968591623526
"HNRNPA2B1",10022.3141707235,-0.00820888247328114,0.0934168584253544,-0.0878736730355852,0.929977081514884,0.99968591623526
"NDUFS1",10030.0519552334,0.0280781352639148,0.154891831976217,0.181275764549199,0.856151127957225,0.99968591623526
"NNT",9966.06227820825,0.051317076693356,0.197925502681589,0.259274706887631,0.795423293284278,0.99968591623526
"PTP4A3",10115.8794201873,-0.0169150460795495,0.166689469188158,-0.101476392971507,0.919172296490404,0.99968591623526
"UQCRC2",9964.77372866587,0.0550259081551873,0.109424800802594,0.502865052086829,0.615059153489163,0.99968591623526
"CLIC5",10006.5844695011,-0.0434685994997911,0.214824519403208,-0.20234468402652,0.839647269572499,0.99968591623526
"CORO6",9927.47837963715,-0.0590007689235134,0.128201890441135,-0.460217620196515,0.645360024768744,0.99968591623526
"SOD2",9731.82014783416,-0.0436734818505895,0.146340274060238,-0.298437884793165,0.76536897779262,0.99968591623526
"PSAP",9690.99112572342,0.0244777120551943,0.0847414836441742,0.288851587234125,0.772694952956705,0.99968591623526
"NIPSNAP2",9677.54044890741,0.0387885845533872,0.0667208188436183,0.581356542465415,0.561000180037613,0.99968591623526
"ASB2",9649.62293878005,0.186294617849916,0.247008966398603,0.754201843625746,0.450728030744475,0.99968591623526
"SEMA6C",9534.57598901457,-0.114341570261634,0.122891138353363,-0.930429742890446,0.352148624805678,0.99968591623526
"LMOD3",9528.59118425337,-0.116225722446224,0.124443470022302,-0.933964011332981,0.350322457501479,0.99968591623526
"KTN1",9495.37020008522,-0.0704766497438062,0.155517156696332,-0.453176043344345,0.650421981650039,0.99968591623526
"TMEM38A",9492.01463895893,-0.0805279492873105,0.127750598423199,-0.630352814634543,0.528463775284952,0.99968591623526
"EHBP1L1",9467.58446131495,-0.0571692218675275,0.127872747311798,-0.447079014640461,0.654818010375115,0.99968591623526
"PPP1R12B",9021.66427318232,-0.0297369568071222,0.18981793775602,-0.156660414493304,0.875512486433665,0.99968591623526
"CAP2",8987.38239153204,-0.0156286795346295,0.121261653944743,-0.128883938378007,0.897449485979505,0.99968591623526
"YWHAG",8934.85010374556,0.0012185143709596,0.141927746178831,0.00858545565448674,0.993149881639691,0.99968591623526
"EIF4B",8944.25456048296,-0.0274082304079888,0.142779114682176,-0.191962462220046,0.847771609349233,0.99968591623526
"GYS1",8859.82817266495,-0.0550893549651286,0.141620350333366,-0.38899321203098,0.697281167747721,0.99968591623526
"CS",8809.09680450747,-0.0134343192114715,0.122692981083504,-0.109495417690831,0.912809556070953,0.99968591623526
"EIF4A2",8825.19694137082,-0.0768236379194412,0.0915407426764096,-0.839228912430911,0.401340865779488,0.99968591623526
"EIF4G1",8716.49434520571,-0.0101237988908104,0.0980726814688509,-0.10322751187369,0.91778240522724,0.99968591623526
"PPP1R27",8971.44003092466,-0.219544688914766,0.451307859333515,-0.486463252022657,0.62663875382454,0.99968591623526
"CALM1",8640.58981770948,0.245389172642613,0.129565015278511,1.89394623321063,0.0582321469055688,0.99968591623526
"PPP1CB",8605.75674194484,0.0100438597024933,0.12253011308199,0.0819705413621262,0.934670139188058,0.99968591623526
"G0S2",8533.2803191574,0.757622207454945,0.555128873015181,1.36476815435652,0.172325930889859,0.99968591623526
"GAMT",8615.84423504582,-0.105412572101963,0.199797031388653,-0.527598289971138,0.597778180139089,0.99968591623526
"SDHA",8459.62642399175,0.0280287913669812,0.10277336483159,0.272724274552173,0.785065173414105,0.99968591623526
"ADPRHL1",8291.19266782063,0.242356770568179,0.351496927468565,0.689498973187622,0.490509319185837,0.99968591623526
"PADI2",8166.32052568756,0.111270349563749,0.161798736040764,0.687708398016877,0.491636430445182,0.99968591623526
"RPL18A",8288.63867080615,-0.0283907935480598,0.187284299279425,-0.151591957560208,0.879508777032683,0.99968591623526
"FLII",8212.84952049996,0.00849068843887805,0.127055210750017,0.0668267628596798,0.946719617347007,0.99968591623526
"RPL19",8165.24494926956,-0.073337893335351,0.145232364444465,-0.504969354564177,0.613580360387366,0.99968591623526
"ACO2",8114.62578754999,0.103758910215135,0.12305134935688,0.843216354452224,0.39910745341973,0.99968591623526
"JPH1",8041.53230007455,0.118283148564542,0.20337379570481,0.581604666199107,0.560832999156455,0.99968591623526
"PGK1",7970.26650860784,-0.00362871137371294,0.166116112640858,-0.0218444274671789,0.982572054637005,0.99968591623526
"SMTNL1",8106.52404878674,-0.207772837199493,0.300792859994655,-0.690750562374338,0.489722308451564,0.99968591623526
"RPL7A",7997.15954240223,-0.0578689386359435,0.164633051289692,-0.35150255785587,0.725211353869167,0.99968591623526
"RRAD",8071.01295352212,-0.0670375736159238,0.576732872166217,-0.116236782835231,0.907464885830078,0.99968591623526
"DDX17",7822.83368240486,0.119054290484857,0.1781279480011,0.668363902581542,0.503901331596904,0.99968591623526
"NFIX",7797.24853950818,-0.158633871537073,0.15112276935071,-1.04970198877796,0.293855149104132,0.99968591623526
"RACK1",7821.48255289145,-0.0716828060147333,0.153071520922018,-0.468296163668824,0.639572811492562,0.99968591623526
"RPL6",7791.75675703827,-0.0996663903208074,0.140883866632644,-0.707436505705005,0.479295257526223,0.99968591623526
"MDH1",7713.53069470543,0.129525781105044,0.141110263073546,0.917904752523464,0.358668733329566,0.99968591623526
"HADHA",7635.96557700495,0.0219129853049271,0.16523721595768,0.132615314158642,0.894497620452848,0.99968591623526
"SELENOW",7567.28243273794,0.111105123576983,0.244651117693068,0.454136995672228,0.649730227028966,0.99968591623526
"CLIP1",7651.21153542784,0.273482744831798,0.204911390592305,1.33463905564881,0.181994508958135,0.99968591623526
"ANK1",7639.08234913504,0.0700584124776505,0.160469737487087,0.436583330755983,0.662413553731887,0.99968591623526
"TXLNB",7602.8106665195,-0.291034317031743,0.190400457225208,-1.52853791042899,0.126379038458207,0.99968591623526
"ABRA",7871.37729188932,-0.409490747518605,0.618001335007799,-0.66260495620683,0.50758359512223,0.99968591623526
"PABPC4",7576.63679990069,-0.200659937238933,0.137334145678051,-1.46110740521396,0.143985968316789,0.99968591623526
"NDUFA4",7549.8089696962,-0.0195738308520512,0.172349955840288,-0.113570269029774,0.909578456701696,0.99968591623526
"RBM24",7595.66763748195,-0.174764841240067,0.202988575570799,-0.860959001010931,0.38926062416338,0.99968591623526
"COX4I1",7515.43867245211,-0.0355189565276484,0.204640801489941,-0.173567325132834,0.862205512963488,0.99968591623526
"GPD1",7388.71251022726,0.0480058868418439,0.246824236333072,0.194494218051842,0.845788922615303,0.99968591623526
"SQSTM1",7392.92341830125,0.0358323009027402,0.12130703753269,0.295385178234891,0.767699654500069,0.99968591623526
"MYO18B",7403.49581553223,-0.062678089393883,0.219571026463851,-0.285457013173831,0.775294033390106,0.99968591623526
"BTBD1",7286.09934251107,-0.12098284225013,0.137935451816981,-0.877097516675085,0.380433673419883,0.99968591623526
"ANKRD2",7103.96971102059,0.40856057650791,0.470527224212034,0.868303799407365,0.385228042781135,0.99968591623526
"JPH2",7255.27659773102,0.161889294869702,0.141911076326065,1.14077983946604,0.253961552262012,0.99968591623526
"EEF1A1",7235.57617835747,-0.056934684859015,0.23684266277442,-0.240390325763405,0.810027677282439,0.99968591623526
"APOBEC2",7247.88545172039,-0.185428590951174,0.13901572552249,-1.33386773513745,0.182247207337463,0.99968591623526
"RPL37A",7322.29952434795,-0.0776140289272817,0.206126038663599,-0.376536751157135,0.706517898864816,0.99968591623526
"FBXO32",7234.81231344958,-0.0579973248666156,0.425277246856871,-0.136375329964772,0.891524575291903,0.99968591623526
"UQCRFS1",7196.71758276771,0.0388719902833687,0.172202423028344,0.225734281781682,0.821408093172031,0.99968591623526
"ITGA7",7112.13305574305,0.175188183576952,0.183739532907764,0.953459393329881,0.340357360947639,0.99968591623526
"TCEA3",7178.40328021011,-0.102677414458478,0.129585472351596,-0.792352820074533,0.428154981099967,0.99968591623526
"PLIN4",7099.10426275563,0.242811864935509,0.262748598794021,0.924122397036489,0.355422593518877,0.99968591623526
"FTH1",7181.78563113267,-0.0135897802636845,0.274681282252504,-0.0494747226758319,0.960540980906965,0.99968591623526
"RPS16",7119.04027550035,-0.0642845998812361,0.219876839929632,-0.292366398852236,0.770006496253272,0.99968591623526
"C10orf71",7131.66012413967,-0.203707531819727,0.203444331537256,-1.00129372138551,0.316684827450881,0.99968591623526
"EMC10",7075.42563996172,-0.0453439239721415,0.205541088169993,-0.220607589343108,0.825397991209122,0.99968591623526
"RAD23A",7086.97934693746,-0.0561844203469987,0.121805142807477,-0.461264763145532,0.644608662346117,0.99968591623526
