"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"LDHA",18366.8136801678,-0.367152553255789,0.248130052053932,-1.47967789558996,0.138959227357387,0.999808762331561
"RPLP1",18607.4960797441,-0.178485821937201,0.223253315049289,-0.799476692643045,0.424014056069186,0.999808762331561
"YBX1",18455.5925378356,-0.0447804674006829,0.108733503075941,-0.411836886827857,0.680458982772549,0.999808762331561
"PGM1",18308.5210941653,-0.082764941705838,0.180737328993162,-0.457929428120349,0.647003143734783,0.999808762331561
"LMOD2",18191.888931771,-0.228447879905913,0.239808424916708,-0.952626580927084,0.340779304518656,0.999808762331561
"MYOM2",18033.347965629,-0.29283544533479,0.131654900146672,-2.22426544707834,0.0261305900045117,0.999808762331561
"NDRG2",17545.6750262897,-0.0680839468027063,0.144981532635536,-0.469604270040791,0.638637773378989,0.999808762331561
"RPL4",17814.3414926812,-0.172339677112998,0.152921846338802,-1.12697878844057,0.25975144934086,0.999808762331561
"STAC3",17617.0872409161,-0.05015899625287,0.149565569952792,-0.33536459138759,0.737350074887465,0.999808762331561
"FHL3",17165.0747865501,0.0194435846445608,0.204654794447257,0.09500673901667,0.924309474174883,0.999808762331561
"ACADVL",17054.4534934174,0.021469948336359,0.189705703255208,0.11317502830938,0.909891792972105,0.999808762331561
"PKIA",17064.9770294751,0.109252301590287,0.124701052512456,0.876113708658345,0.380968220982103,0.999808762331561
"PDLIM5",17020.5020557972,-0.221074124752509,0.126566672766448,-1.74670092782209,0.0806892293673603,0.999808762331561
"AHNAK",16463.9906441601,0.00387270886003782,0.217198110608458,0.0178303063925778,0.985774227594819,0.999808762331561
"HSPB8",16792.0135474961,0.122482509502974,0.362867793454765,0.337540315542615,0.735709626027175,0.999808762331561
"RPL13A",16359.0261665937,-0.174783700717205,0.17669216719066,-0.989198918640263,0.322565827394653,0.999808762331561
"SYNM",16116.8480028502,0.0387681606565129,0.123539744967788,0.313811240800452,0.753664406428675,0.999808762331561
"KLHL40",16488.7645142827,-0.413896218609408,0.453797198744648,-0.912073101716758,0.361730236923404,0.999808762331561
"PPP1R3C",15877.876601517,0.346663109376158,0.28054180795316,1.23569143545991,0.216573282287586,0.999808762331561
"CNBP",15349.150005098,-0.141470620501661,0.122039611108973,-1.15921887341429,0.246366980245422,0.999808762331561
"CKMT2",15110.7805322518,0.086580181097237,0.264342765754288,0.327529981197651,0.74326707061217,0.999808762331561
"RPL10",14948.6211917822,-0.123110818115992,0.167625062285219,-0.734441595055251,0.462679643790039,0.999808762331561
"SRL",14632.2587437644,-0.0407275184455812,0.0935538778719202,-0.435337576293087,0.663317413709267,0.999808762331561
"SRRM2",14502.5789485636,0.0874775159113818,0.187092226343662,0.467563605505971,0.640096696486176,0.999808762331561
"MYO18A",14446.6860734746,-0.0164478357925364,0.180611657036351,-0.0910674098362659,0.927439028191764,0.999808762331561
"AGL",14159.3743463147,0.0535439504871091,0.236216917067106,0.226672802066493,0.820678177462403,0.999808762331561
"ALPK3",14238.1453566364,-0.075104424168094,0.1804783128142,-0.416140992216683,0.677306835496477,0.999808762331561
"ADSSL1",13693.6133450419,-0.119979499478244,0.149287881144419,-0.803678761855941,0.42158252280413,0.999808762331561
"SPEG",13666.1795296079,0.0109039387446244,0.196117765924048,0.0555989341059862,0.95566131365339,0.999808762331561
"UBC",13515.2260318528,-0.171964804121394,0.255024801591888,-0.674306197075633,0.500116664984076,0.999808762331561
"HDLBP",13517.4005112581,-0.00712711822173398,0.0953623802603297,-0.0747372098124823,0.94042380129975,0.999808762331561
"CFL2",13194.4137288693,-0.0454253880526438,0.141024129092213,-0.32211075044428,0.747368794294653,0.999808762331561
"RPL13",13202.4961606374,-0.13264344861061,0.166050191886879,-0.798815388909473,0.424397465981502,0.999808762331561
"DCAF6",13078.6403558757,0.00864145633174842,0.116302363986019,0.0743016395847916,0.940770372439843,0.999808762331561
"OPTN",12978.1472716911,-0.0786062883172072,0.144587142804522,-0.543660292281179,0.586675261760809,0.999808762331561
"MKNK2",12846.0192947123,0.160567444285906,0.171233781941817,0.937708917393796,0.348394019858805,0.999808762331561
"SMYD1",12684.2811610344,-0.0664158216253851,0.143634671985251,-0.462394077331169,0.643798745801562,0.999808762331561
"GOT2",12514.8826028672,0.0218576593233364,0.136035094985241,0.16067662043907,0.872348104340307,0.999808762331561
"MAP3K20",12331.5373174551,-0.0330241397108956,0.19946794213135,-0.165561139088451,0.868502331662017,0.999808762331561
"RPL3L",12540.4416235637,-0.0844183734603415,0.126103407143012,-0.669437689059455,0.50321631646482,0.999808762331561
"RPLP0",12444.9419879584,-0.255500453136883,0.181441047161022,-1.40817338267529,0.159079735868178,0.999808762331561
"AMPD1",12407.0742199248,0.0121822343496473,0.273325448053506,0.0445704358536805,0.964449708003497,0.999808762331561
"COX6A2",12474.64422432,-0.150578242922274,0.232185498148952,-0.648525614746512,0.516645049133758,0.999808762331561
"SLC25A3",12382.1254619315,-0.11502052065908,0.11978313664362,-0.960239678822991,0.3369346011725,0.999808762331561
"RPS2",12259.442890505,-0.212760166568884,0.187554029676737,-1.13439400334715,0.25662931334942,0.999808762331561
"GLUL",12344.8071078948,-0.276496344834462,0.366232364180445,-0.75497517935971,0.450263875067796,0.999808762331561
"FYCO1",12006.3953091462,0.019401046511881,0.24035532656371,0.0807181883141602,0.935666071831962,0.999808762331561
"LMCD1",12085.3822377721,-0.344996227059981,0.395137768115569,-0.873103648647115,0.382606585344363,0.999808762331561
"EIF1",11878.5669185584,-0.00259468106631571,0.124797679139704,-0.0207911003169466,0.983412297124259,0.999808762331561
"KIF1B",11843.9558011784,0.0834396391579494,0.214062058701269,0.389791818616452,0.696690494018007,0.999808762331561
"ACTN3",11662.0412104083,-0.142645380210807,0.725578216015945,-0.196595455957945,0.844144126838065,0.999808762331561
"UQCRC1",11758.3393998661,-0.074620547288182,0.146223185011933,-0.510319531626208,0.609827621370761,0.999808762331561
"MYPN",11490.737036047,0.126865653974205,0.187479121033275,0.67669217390713,0.498601282977047,0.999808762331561
"IGFBP5",11333.8265519892,0.103631110661611,0.214520263685369,0.483083084466107,0.629036744221645,0.999808762331561
"NEXN",11313.4848105584,0.0914476760952148,0.208670922181722,0.438238711647505,0.661213248982263,0.999808762331561
"USP13",11169.6871528861,0.117945978017501,0.188846675884518,0.62455946055215,0.532260233600383,0.999808762331561
"RPL29",11270.6672306239,-0.141439317445421,0.162698525560694,-0.869333738323628,0.384664614312164,0.999808762331561
"VDAC1",11139.2617028681,0.0699137435568775,0.0699939349949719,0.998854308761178,0.317865272953919,0.999808762331561
"EIF4G2",11075.742253991,0.0778126606468332,0.166169186579171,0.468273704943242,0.639588870059351,0.999808762331561
"MEF2C",10973.2314550994,-0.023929582789042,0.207731156634537,-0.115194962454002,0.908290591476496,0.999808762331561
"RPL8",11041.7714168753,-0.188686830578002,0.208174873555462,-0.906386190395513,0.364731479557146,0.999808762331561
"MDH2",10972.0183838918,-0.0447668178018068,0.135262851336803,-0.330961659904225,0.740673445991097,0.999808762331561
"HADHB",10818.5474583602,0.195358746022822,0.242800321339564,0.804606620555524,0.421046720445816,0.999808762331561
"CACNA1S",10964.3478969703,-0.256390326937137,0.114294037806349,-2.24325198285098,0.024880569871143,0.999808762331561
"PLN",10763.8867410734,-0.135261248407357,0.221598358014821,-0.610389217768077,0.541604008900221,0.999808762331561
"HSPB6",10914.0152322439,0.11021396189756,0.27069875546402,0.407146171428221,0.683900633903463,0.999808762331561
"ANKRD1",11017.5205442366,-0.265638859367306,1.12243382527309,-0.236663269928341,0.812918031861952,0.999808762331561
"MYLK2",10508.7127674331,0.0340967070202825,0.204197755399651,0.166978853188416,0.867386688019896,0.999808762331561
"RTN4",10610.1252946992,-0.00329144765719586,0.110491286712486,-0.0297892056027973,0.976235167628834,0.999808762331561
"MYOM3",10647.9956760577,-0.184105616208551,0.237533308584489,-0.775072840544659,0.438296619124617,0.999808762331561
"TRIM54",10580.1202294508,-0.0545832132523207,0.182649766233271,-0.29884086017723,0.765061472781896,0.999808762331561
"HSP90AA1",10390.6335545879,-0.0823847754069126,0.170172265430607,-0.484125748684398,0.628296628568816,0.999808762331561
"MFN2",10421.7998958479,0.0138684705014369,0.0913032904747261,0.151894531175477,0.879270121735025,0.999808762331561
"ASB5",10735.110574737,-0.0545736428047477,0.437823839293279,-0.124647490398967,0.900802629652781,0.999808762331561
"TXNIP",10416.9483755533,-0.75169534072894,0.293479736112984,-2.56131939698744,0.0104275441510074,0.999808762331561
"TACC2",10354.4110475358,0.0989334741017449,0.17926787544256,0.551875085580766,0.581033939121344,0.999808762331561
"FXR1",10244.1938096826,-0.0680364398391527,0.105482813626686,-0.645000237478878,0.518927031813912,0.999808762331561
"OGDH",10295.6787054004,-0.0133191978477238,0.0993759528680825,-0.134028378730662,0.893380133905291,0.999808762331561
"HNRNPA2B1",10022.3141707235,0.02633465005724,0.0933837144267587,0.282004739465514,0.777939876168972,0.999808762331561
"NDUFS1",10030.0519552334,0.142547126958922,0.154866768586071,0.920450063369778,0.357337617134876,0.999808762331561
"NNT",9966.06227820825,0.185656197755147,0.197904965420829,0.938107830495125,0.348188998084501,0.999808762331561
"PTP4A3",10115.8794201873,-0.0441146466490863,0.166675760062687,-0.264673439212125,0.791261040426299,0.999808762331561
"UQCRC2",9964.77372866587,0.112583888657497,0.109395128584273,1.02914901343864,0.303409657171101,0.999808762331561
"CLIC5",10006.5844695011,0.0502179254069855,0.214805237726561,0.233783523802669,0.815153041269326,0.999808762331561
"CORO6",9927.47837963715,-0.147447780566829,0.128191662846373,-1.15021349511265,0.250055949294906,0.999808762331561
"SOD2",9731.82014783416,0.0892097159777007,0.146309972170388,0.609730933950351,0.542040059442896,0.999808762331561
"PSAP",9690.99112572342,0.0548702196074119,0.0847076170370026,0.647760160499417,0.517140086613556,0.999808762331561
"NIPSNAP2",9677.54044890741,0.0466703382252581,0.0666795296697181,0.699920027277173,0.483977249438592,0.999808762331561
"ASB2",9649.62293878005,0.273654161635118,0.24699417873335,1.10793769731128,0.267888723687163,0.999808762331561
"SEMA6C",9534.57598901457,-0.105141261138948,0.122869314659569,-0.855716184551527,0.392154785804266,0.999808762331561
"LMOD3",9528.59118425337,0.115873575988199,0.124397342427836,0.93147951336194,0.351605577083566,0.999808762331561
"KTN1",9495.37020008522,0.0403366613254717,0.155490982509335,0.259414794829339,0.795315215717834,0.999808762331561
"TMEM38A",9492.01463895893,-0.0868247139876051,0.127731978337132,-0.679741401628042,0.496668216123832,0.999808762331561
"EHBP1L1",9467.58446131495,-0.172403829125128,0.127865372160025,-1.34832305426181,0.177554500235543,0.999808762331561
"PPP1R12B",9021.66427318232,0.0904704950267583,0.189794494355861,0.476676077110687,0.633592800579263,0.999808762331561
"CAP2",8987.38239153204,-0.0468565172343086,0.121243191036719,-0.386467205569654,0.699150685751972,0.999808762331561
"YWHAG",8934.85010374556,-0.0158573353987627,0.141908637629638,-0.111743271330306,0.911026968602749,0.999808762331561
"EIF4B",8944.25456048296,-0.061266191927953,0.14276348952505,-0.429144679299834,0.667817939087513,0.999808762331561
"GYS1",8859.82817266495,-0.12925040898939,0.141608121710029,-0.912733022856248,0.361382971529156,0.999808762331561
"CS",8809.09680450747,0.0429338935291435,0.122661329088655,0.35001979717758,0.72632384030067,0.999808762331561
"EIF4A2",8825.19694137082,0.0553399258790351,0.0914855200824882,0.604903659389352,0.545243011557777,0.999808762331561
"EIF4G1",8716.49434520571,0.0422255826391831,0.0980360650577097,0.430714784547163,0.666675767410515,0.999808762331561
"PPP1R27",8971.44003092466,-0.00460391522796946,0.451269163674082,-0.0102021489580319,0.991860004066631,0.999808762331561
"CALM1",8640.58981770948,0.251430540162139,0.129544703291333,1.94087858302239,0.0522730063473025,0.999808762331561
"PPP1CB",8605.75674194484,0.0487813326887179,0.122501376605963,0.398210485794193,0.690475037216955,0.999808762331561
"G0S2",8533.2803191574,1.50450208257518,0.555084495213015,2.71040192177918,0.00672017200617369,0.999808762331561
"GAMT",8615.84423504582,-0.156250528092921,0.199785726541688,-0.78209054669537,0.434161361963292,0.999808762331561
"SDHA",8459.62642399175,0.0419756345156927,0.102742198332768,0.408553011292783,0.68286771994656,0.999808762331561
"ADPRHL1",8291.19266782063,0.00339902130879977,0.351502540758093,0.00966997649993948,0.992284595290143,0.999808762331561
"PADI2",8166.32052568756,0.0819782896503417,0.161782555195138,0.506718969492486,0.612352018602949,0.999808762331561
"RPL18A",8288.63867080615,-0.149911531040693,0.187279034351479,-0.800471507981744,0.423437664935022,0.999808762331561
"FLII",8212.84952049996,0.034126032563988,0.127026296508033,0.268653290713154,0.78819649923127,0.999808762331561
"RPL19",8165.24494926956,-0.116759560011825,0.14521563709265,-0.804042611040089,0.421372366387131,0.999808762331561
"ACO2",8114.62578754999,0.0835760048838106,0.123029365474161,0.679317531726714,0.496936690390144,0.999808762331561
"JPH1",8041.53230007455,0.00785605485708383,0.203368053757939,0.0386297390957706,0.969185591612955,0.999808762331561
"PGK1",7970.26650860784,-0.0957194881325661,0.166107009021231,-0.576251951658053,0.564444894582417,0.999808762331561
"SMTNL1",8106.52404878674,-0.46623430715209,0.300797926711052,-1.54999175775555,0.121143494303794,0.999808762331561
"RPL7A",7997.15954240223,-0.177627931645408,0.164626768814631,-1.07897356501856,0.280599512217807,0.999808762331561
"RRAD",8071.01295352212,0.778607915302378,0.57666345657266,1.35019465240602,0.176953553077126,0.999808762331561
"DDX17",7822.83368240486,0.0856549098155032,0.178114449768324,0.480898152434661,0.630588885950437,0.999808762331561
"NFIX",7797.24853950818,-0.0406904536867744,0.151087392654903,-0.269317333311291,0.787685494738381,0.999808762331561
"RACK1",7821.48255289145,-0.137799654811544,0.153057846220451,-0.900310949188906,0.367954795863614,0.999808762331561
"RPL6",7791.75675703827,-0.112139487816375,0.140862174634535,-0.79609368595451,0.425977583836662,0.999808762331561
"MDH1",7713.53069470543,0.164113658455398,0.141083273398284,1.1632396562851,0.244732281053477,0.999808762331561
"HADHA",7635.96557700495,0.101096700702237,0.165208787236995,0.611932950982881,0.540582119468331,0.999808762331561
"SELENOW",7567.28243273794,0.0705576491659937,0.244641112428214,0.288412885576204,0.773030705343221,0.999808762331561
"CLIP1",7651.21153542784,0.132648705083215,0.204908124236202,0.64735698292913,0.517400929870153,0.999808762331561
"ANK1",7639.08234913504,0.0642778406195525,0.160450613476107,0.400608257126572,0.688708565428419,0.999808762331561
"TXLNB",7602.8106665195,0.0384891915826688,0.190353597142019,0.20219839372908,0.839761628815156,0.999808762331561
"ABRA",7871.37729188932,-0.290297734254536,0.617958965107134,-0.469768626472161,0.638520331519515,0.999808762331561
"PABPC4",7576.63679990069,-0.151922737716096,0.13730288218629,-1.10647886844772,0.268519305446694,0.999808762331561
"NDUFA4",7549.8089696962,-0.0327870014399934,0.172331363189357,-0.190255568302835,0.849108869020584,0.999808762331561
"RBM24",7595.66763748195,-0.170238354760639,0.202969271276362,-0.838739547568472,0.401615480672323,0.999808762331561
"COX4I1",7515.43867245211,-0.0552676675877167,0.204625435458152,-0.270091875254773,0.787089572520676,0.999808762331561
"GPD1",7388.71251022726,0.0161622466026742,0.246814505812957,0.0654833740401078,0.947789143515572,0.999808762331561
"SQSTM1",7392.92341830125,0.166891392015077,0.121260091141699,1.37630930707495,0.16872589267349,0.999808762331561
"MYO18B",7403.49581553223,-0.250588962595157,0.219572431647968,-1.14125876693353,0.253762255439034,0.999808762331561
"BTBD1",7286.09934251107,-0.0576350587806698,0.137904148642627,-0.417935641153398,0.675994173042759,0.999808762331561
"ANKRD2",7103.96971102059,-0.15605321222879,0.470553884130619,-0.331637284255147,0.740163162626636,0.999808762331561
"JPH2",7255.27659773102,0.00901249687843171,0.141908259910169,0.0635093185142066,0.949360939124137,0.999808762331561
"EEF1A1",7235.57617835747,-0.107706501023799,0.236831285735111,-0.454781557637051,0.649266399407225,0.999808762331561
"APOBEC2",7247.88545172039,-0.35186640106269,0.139014493622872,-2.53114903268473,0.011368953126543,0.999808762331561
"RPL37A",7322.29952434795,-0.159246525778937,0.206116593215997,-0.772604103795063,0.439756715052185,0.999808762331561
"FBXO32",7234.81231344958,-0.123338300052884,0.425273549195559,-0.290021094155018,0.771800100008306,0.999808762331561
"UQCRFS1",7196.71758276771,0.0329969326702225,0.172182299273213,0.191639517009029,0.848024586081422,0.999808762331561
"ITGA7",7112.13305574305,-0.0423638310839981,0.183745138360721,-0.230557561750729,0.817658540161062,0.999808762331561
"TCEA3",7178.40328021011,-0.126019883357515,0.1295618610324,-0.972661880227243,0.330721376848292,0.999808762331561
"PLIN4",7099.10426275563,0.101657657852663,0.262746332657372,0.386904193198493,0.698827136738982,0.999808762331561
"FTH1",7181.78563113267,0.0337073908846446,0.274665243498027,0.12272171919301,0.902327464440767,0.999808762331561
"RPS16",7119.04027550035,-0.156046924288643,0.219868220244818,-0.709729328389926,0.477872001340337,0.999808762331561
"C10orf71",7131.66012413967,-0.0496479893910992,0.203412587102155,-0.244075305753648,0.807172497415466,0.999808762331561
"EMC10",7075.42563996172,-0.200235730840583,0.20553926077314,-0.974196998117989,0.329958734891082,0.999808762331561
